x,y
761,490
421,122
395,455
668,833
756,250
820,725
152,122
611,956
975,713
458,421
243,717
586,890
832,508
451,316
922,958
511,729
643,551
591,148
517,969
620,727
925,305
485,785
579,505
956,302
189,504
371,268
642,238
561,325
667,157
997,861
705,695
140,566
970,435
134,406
666,491
714,183
185,109
217,735
287,224
920,650
896,830
654,900
870,113
950,134
271,589
440,265
146,177
903,967
392,825
948,534
943,906
389,811
875,562
987,398
746,554
340,105
255,694
374,537
720,145
451,326
215,964
302,149
620,136
381,585
118,571
428,855
352,960
723,827
230,395
123,494
303,446
132,719
809,239
826,832
197,945
388,609
480,515
857,852
269,385
262,351
653,192
966,864
845,418
314,415
303,477
854,854
181,968
172,798
628,621
411,567
262,790
339,694
330,887
819,920
864,170
200,344
534,903
182,430
532,221
228,469
421,182
439,672
967,498
613,726
312,104
737,869
159,127
731,716
194,243
599,161
996,579
166,837
701,105
243,891
726,372
852,556
452,120
493,348
270,486
948,415
188,567
898,937
295,219
954,382
230,893
864,156
459,885
530,844
136,388
271,779
906,636
711,973
615,470
149,905
483,758
623,922
878,330
556,331
658,776
791,251
237,368
750,456
500,219
192,714
156,201
337,145
229,270
511,231
883,217
375,439
498,229
931,171
747,330
669,618
607,895
862,985
262,284
260,884
598,939
173,356
634,146
179,982
373,526
239,334
935,781
713,721
395,272
962,613
257,841
869,212
819,425
472,489
926,194
517,323
287,981
762,466
892,301
375,528
676,287
986,251
905,641
156,243
489,366
895,960
742,264
508,522
939,494
678,315
471,320
111,697
162,654
236,678
255,361
186,198
491,474
252,246
118,693
611,532
617,523
736,106
469,119
727,266
486,502
759,563
873,459
625,918
980,191
601,601
309,840
1000,659
954,904
669,115
550,944
203,957
792,574
753,221
618,884
511,579
321,410
411,581
478,481
360,371
787,853
479,836
145,844
190,490
251,415
995,935
698,406
915,961
280,469
245,890
596,346
908,407
960,672
508,920
905,683
632,933
291,726
166,279
187,816
892,699
617,773
857,270
139,176
103,668
159,908
430,183
127,709
928,994
681,504
233,156
876,768
210,247
211,308
180,131
319,676
679,464
124,153
589,354
330,732
524,434
334,489
295,840
224,566
406,205
131,548
649,891
678,578
320,452
961,700
718,591
164,772
889,814
479,376
393,644
298,223
570,985
512,977
762,423
364,383
782,861
997,771
834,394
314,232
189,183
335,299
306,791
192,987
332,347
349,447
860,295
199,401
565,179
258,690
986,346
731,888
785,126
781,517
572,445
710,491
111,544
374,156
995,343
497,144
334,929
937,637
842,348
249,145
910,794
957,973
651,197
562,581
163,960
164,995
966,196
868,622
743,882
372,878
388,565
443,887
507,249
300,709
673,184
853,121
116,813
617,835
201,556
495,125
325,535
460,297
1000,593
613,428
675,311
258,152
553,398
467,647
534,395
586,677
935,242
321,148
334,378
757,848
368,853
262,759
468,196
309,748
269,123
222,577
604,587
323,363
886,750
755,426
839,234
440,772
100,825
166,197
178,717
385,839
174,701
766,590
283,760
985,806
439,285
423,212
567,980
438,978
770,545
548,286
433,846
822,770
537,494
809,150
928,592
190,558
119,372
309,433
426,618
613,200
399,805
590,617
797,143
186,385
661,973
551,486
376,581
955,877
338,718
851,148
554,626
493,938
330,309
396,429
887,511
485,972
522,428
349,190
713,848
474,333
446,229
202,463
934,362
483,485
912,495
555,567
806,972
862,900
606,483
793,655
809,125
885,522
358,251
284,281
891,429
132,157
920,398
963,137
231,388
985,239
299,197
597,113
406,978
684,708
734,169
564,774
280,386
658,219
466,861
595,498
227,317
990,242
796,370
470,266
853,248
656,696
342,526
122,972
524,271
417,149
334,680
118,764
835,544
691,507
518,927
451,669
775,699
488,989
286,273
692,622
902,707
101,649
857,818
829,263
825,235
694,126
690,135
618,941
854,702
286,744
699,128
613,649
601,292
499,168
170,418
120,643
872,728
899,251
945,214
533,986
233,898
481,259
227,830
432,745
609,646
687,225
774,639
598,823
846,559
616,408
781,680
118,256
720,427
145,253
708,564
391,402
445,762
397,992
271,218
1000,319
927,957
429,681
504,213
767,491
295,279
616,391
171,142
172,466
433,320
263,905
338,290
979,405
316,545
617,661
236,793
323,396
696,337
887,302
541,604
143,886
823,453
548,333
659,439
754,752
990,271
740,717
216,658
364,340
379,420
152,309
584,612
371,832
512,811
395,262
711,290
408,161
407,972
287,792
822,797
773,664
710,925
826,249
498,273
320,473
750,990
409,306
757,657
394,657
798,417
369,704
754,449
919,460
527,613
222,646
228,536
330,181
936,247
794,332
583,211
985,517
907,895
462,250
224,764
945,236
324,968
708,895
223,585
944,888
672,100
994,836
278,136
240,802
438,396
448,936
522,323
980,522
769,980
565,851
174,961
561,295
472,952
128,510
224,265
614,748
439,629
626,283
169,672
536,819
482,937
821,523
456,397
217,993
513,338
802,295
769,722
871,875
523,238
530,756
606,386
885,729
366,220
913,641
249,567
739,157
765,318
898,705
310,464
222,283
778,382
390,999
714,876
215,640
645,187
662,530
573,353
801,763
156,602
659,747
616,335
957,287
697,148
182,207
420,853
760,480
928,229
681,598
890,593
978,324
623,632
727,628
205,951
742,505
178,832
465,973
393,817
310,932
249,608
193,591
679,115
153,580
231,306
886,577
942,461
165,957
755,419
123,923
840,928
960,100
386,459
313,755
351,719
170,607
893,820
295,807
938,940
104,257
132,856
317,832
617,733
981,931
245,216
834,786
981,713
993,984
831,257
780,726
904,114
382,632
687,464
121,692
616,829
628,204
718,749
725,486
736,765
544,162
646,825
750,150
495,918
350,367
560,597
184,127
535,401
633,361
312,516
383,685
354,880
821,975
641,748
527,893
833,511
288,269
319,257
401,879
340,145
831,311
211,779
104,373
763,975
475,545
981,939
739,636
414,209
178,388
168,299
439,868
747,572
925,691
167,999
377,137
514,144
328,285
622,387
633,348
432,591
261,428
573,662
874,599
820,767
218,100
200,391
615,122
945,806
680,497
861,547
479,494
543,664
386,163
967,891
426,872
325,669
382,216
133,218
444,719
335,694
370,521
561,579
118,784
849,1000
440,849
803,491
737,103
869,629
273,770
632,692
200,902
977,726
128,669
262,773
367,376
889,927
823,792
544,807
793,819
892,775
172,551
941,473
424,666
298,628
868,596
403,780
223,835
154,947
409,440
376,785
361,198
278,286
822,340
718,781
485,565
790,927
818,297
436,584
566,824
808,175
519,975
433,886
718,709
586,171
368,970
957,590
605,707
308,359
200,451
915,186
303,555
240,285
875,288
619,357
698,851
350,224
253,618
875,382
745,697
295,886
995,728
942,849
235,171
302,955
412,807
356,519
911,699
204,257
369,277
402,435
798,687
167,555
683,102
528,483
665,359
946,197
747,920
473,294
790,356
987,586
713,857
817,500
735,297
265,730
271,838
741,631
923,798
721,220
469,786
396,233
885,868
745,319
223,758
301,708
931,782
563,264
652,712
401,488
875,649
418,450
421,813
300,110
775,206
625,147
632,904
942,863
307,696
151,199
665,457
695,903
327,836
290,306
755,865
198,562
258,703
873,549
967,959
554,902
469,275
262,871
470,741
149,932
435,131
716,660
583,591
365,167
998,286
176,982
705,990
697,791
264,484
991,294
452,513
512,245
764,158
453,524
614,982
428,357
961,122
115,277
248,715
912,236
539,926
514,374
292,339
788,658
182,820
324,534
960,211
937,152
637,207
623,340
225,460
955,315
269,873
677,782
870,526
846,305
642,850
532,497
335,150
563,868
794,936
694,467
248,904
788,493
172,768
600,601
306,574
414,392
702,207
385,302
532,774
759,708
568,976
923,685
198,688
640,650
664,818
311,610
748,499
378,366
629,901
352,777
938,339
608,249
768,435
749,688
704,538
451,387
168,975
909,184
610,601
448,350
252,708
491,161
958,625
816,968
280,411
800,279
877,225
417,448
638,845
481,883
612,640
166,127
141,714
397,405
981,153
895,102
819,276
173,723
293,120
901,844
189,264
559,455
137,608
192,378
847,578
288,988
710,659
317,858
936,843
104,366
773,201
899,714
607,575
819,494
557,401
727,811
541,363
706,133
808,143
176,965
800,177
261,951
598,240
885,441
998,782
109,188
987,351
157,432
311,349
712,533
816,222
735,159
833,189
673,160
562,314
290,435
288,833
890,621
363,133
689,177
224,815
810,652
557,376
593,336
678,425
607,362
940,463
669,630
260,158
755,773
890,816
731,739
634,510
952,671
624,518
432,688
700,287
255,340
588,400
236,802
622,849
863,766
653,995
372,149
1000,412
377,797
401,667
846,937
439,137
852,721
789,465
549,801
810,193
853,333
752,954
936,643
673,731
976,638
734,837
529,597
935,293
378,150
288,201
888,603
992,265
694,682
246,426
115,902
169,364
443,421
660,913
229,698
421,554
480,843
424,350
935,357
575,587
985,603
362,548
639,996
837,168
362,322
420,764
207,787
817,731
334,626
118,605
528,611
498,846
291,121
935,687
656,254
893,719
818,986
432,592
245,323
901,182
529,155
907,381
767,293
418,445
420,738
321,346
940,820
743,389
434,508
321,111
885,654
166,298
803,899
144,380
980,829
151,228
336,685
560,439
650,828
438,392
609,339
566,878
655,722
153,769
816,243
961,944
577,201
641,250
588,962
810,340
997,873
195,736
813,750
421,918
443,686
265,910
173,483
976,221
857,230
266,879
431,191
941,300
334,879
318,892
636,672
454,818
628,937
714,445
785,863
585,747
663,130
719,312
171,559
714,882
128,656
313,170
861,648
323,835
972,959
544,609
529,841
131,112
299,630
268,277
914,351
161,272
589,743
918,170
250,554
958,347
665,333
983,494
498,475
125,284
923,738
194,297
452,435
672,534
164,495
135,731
910,362
270,799
780,138
723,870
182,119
126,749
359,489
573,778
830,531
507,578
817,686
703,738
216,706
140,682
138,502
175,688
298,899
852,226
765,384
697,630
596,853
251,689
573,122
789,502
671,225
160,616
550,937
305,748
569,447
752,716
951,134
479,999
754,238
132,425
126,958
876,641
122,955
827,145
978,923
647,410
759,124
342,865
903,529
232,248
316,109
761,476
605,690
216,566
360,480
835,964
933,515
887,115
327,437
131,119
989,584
539,734
419,150
339,108
446,208
387,745
459,736
521,957
373,147
490,171
142,521
114,999
134,983
826,222
387,332
315,385
131,966
674,129
194,493
398,222
522,226
333,695
508,414
191,650
640,701
756,421
592,283
923,879
151,896
400,656
647,620
607,608
221,322
763,106
254,149
380,856
734,745
363,193
449,137
973,578
379,478
951,811
507,325
381,725
303,410
572,611
297,509
661,856
962,846
617,968
538,297
406,814
591,465
405,899
627,739
228,501
437,811
790,748
522,730
249,702
990,614
527,443
511,538
674,294
853,998
541,567
899,202
806,432
153,561
494,951
668,327
496,892
238,138
205,637
597,109
402,571
866,881
422,431
948,398
465,496
117,218
359,336
325,515
338,366
649,922
984,650
673,310
673,982
874,997
900,684
134,740
470,115
388,859
748,772
379,180
121,440
264,673
350,994
971,304
320,563
996,953
325,929
971,507
288,311
156,702
369,424
268,398
914,859
336,666
581,769
236,241
395,792
306,581
444,171
154,919
404,390
210,492
406,797
708,523
199,553
468,984
736,300
223,631
762,940
711,667
991,101
597,329
239,303
648,212
638,190
917,411
939,364
444,675
216,728
142,846
551,890
867,436
218,585
160,482
619,657
718,642
803,939
851,878
131,534
132,102
899,383
111,329
284,705
561,458
404,854
421,537
170,955
506,659
574,989
641,175
296,200
932,574
370,777
127,592
618,903
786,895
453,830
813,312
488,427
761,368
529,861
733,359
432,705
515,996
352,616
707,387
102,202
831,239
722,582
341,771
708,231
921,644
645,204
267,853
494,893
644,395
851,551
601,537
575,212
813,347
429,352
848,576
218,484
662,595
535,529
103,571
447,322
301,701
155,121
142,428
342,599
903,926
667,248
708,234
894,447
987,274
404,939
223,195
697,177
664,174
577,879
798,478
498,904
622,223
667,894
180,960
856,724
828,301
307,752
959,179
610,480
421,388
971,144
474,834
362,523
545,517
725,937
489,375
490,534
632,693
809,669
438,473
728,133
442,119
269,137
448,803
547,617
195,828
417,365
560,465
959,511
687,563
290,463
804,279
273,244
520,660
436,228
505,264
835,222
586,347
298,184
772,912
497,537
112,250
361,449
612,593
587,684
678,530
241,624
658,983
327,528
298,778
153,851
508,712
644,513
653,591
220,805
863,347
728,914
480,814
706,314
339,182
748,148
446,912
601,896
204,212
231,706
257,528
961,999
258,217
735,424
116,947
549,234
237,707
922,567
927,878
999,193
449,524
596,228
194,650
975,620
191,122
564,553
645,473
812,230
410,550
937,693
123,302
514,297
227,845
355,831
778,806
912,322
400,930
546,638
614,234
530,561
999,178
853,677
227,859
701,706
345,263
654,262
239,254
938,465
394,833
734,664
504,729
560,580
764,803
686,182
715,501
274,685
214,847
823,287
292,682
373,884
100,912
707,768
503,799
256,708
107,448
742,202
786,839
206,338
293,395
190,451
736,233
176,843
235,208
972,954
617,184
239,927
732,356
198,346
369,781
793,228
695,692
319,343
948,357
303,375
303,965
278,623
983,452
693,960
806,614
312,307
335,723
367,582
666,324
750,190
309,614
743,509
790,506
386,343
832,914
890,605
544,806
626,509
335,383
305,972
524,566
371,307
443,623
638,912
342,947
254,720
715,551
667,297
655,466
503,895
802,629
661,268
495,387
877,761
251,907
607,993
805,360
368,343
871,576
691,311
571,548
625,592
205,459
999,624
188,599
215,346
727,109
872,795
225,503
167,788
717,197
224,668
887,996
244,106
359,902
560,826
336,554
561,768
814,214
866,348
303,132
539,769
461,478
809,946
889,499
421,597
627,494
630,170
101,865
567,973
295,380
441,274
379,818
724,535
963,311
218,633
996,179
592,946
566,820
301,131
474,330
890,308
638,567
845,560
608,214
781,602
585,481
612,698
264,270
867,742
269,476
578,476
695,390
240,655
836,236
867,316
689,918
650,289
168,229
587,239
721,514
658,544
576,649
802,960
264,652
370,743
888,113
718,545
696,672
687,827
155,708
497,972
183,588
182,783
387,328
629,628
195,610
298,436
395,880
185,181
908,962
536,782
924,318
886,522
117,759
664,358
509,727
259,657
926,430
772,938
825,664
964,566
279,679
497,373
631,408
163,758
743,790
964,733
750,173
173,160
248,275
535,166
800,603
663,783
459,545
498,138
429,922
154,611
894,286
310,990
971,964
903,270
853,665
342,796
965,885
638,392
316,170
484,894
260,522
603,516
156,467
697,142
736,156
259,335
768,413
812,524
911,970
304,481
223,141
975,512
347,560
645,662
889,576
982,598
863,898
941,723
782,299
731,390
975,973
900,256
539,748
690,374
108,100
392,680
907,190
296,335
751,157
652,393
489,571
556,926
984,611
400,854
737,182
616,594
618,910
740,344
610,839
896,746
968,164
871,180
566,668
983,241
599,642
850,592
812,706
769,216
374,965
759,302
680,356
304,385
284,576
918,811
730,173
132,449
142,175
625,711
329,752
623,681
562,779
699,208
593,785
956,896
314,583
428,303
937,559
302,228
389,187
212,123
812,773
952,825
934,923
128,263
867,354
882,506
908,770
619,949
397,859
400,824
103,663
169,327
562,658
700,888
916,211
989,129
136,802
776,102
151,677
333,317
379,769
379,491
976,877
169,313
688,414
481,993
769,327
965,553
830,545
567,297
164,645
257,464
904,356
147,226
512,620
166,858
492,906
864,657
312,663
108,541
674,108
799,196
972,580
277,956
740,537
631,554
193,266
650,635
712,442
444,716
422,185
595,157
121,651
992,793
353,599
735,695
791,831
768,508
849,870
931,501
245,933
294,486
100,272
100,655
872,508
110,549
290,616
762,789
237,132
470,825
611,498
578,506
939,131
929,203
991,131
546,284
673,367
730,968
976,960
577,435
770,138
853,884
431,840
255,498
421,301
458,699
483,551
797,990
204,576
243,150
355,671
278,150
199,498
675,250
919,183
895,829
582,938
720,667
961,618
114,174
300,718
658,181
925,133
603,832
822,617
818,205
571,270
680,494
667,785
896,952
962,761
377,245
490,635
127,101
983,494
950,371
554,850
573,553
855,263
842,422
589,945
848,309
821,606
966,852
540,558
240,154
599,473
917,165
781,809
742,746
207,308
478,745
497,175
415,484
833,121
178,768
383,101
724,699
161,567
254,139
707,800
479,444
468,736
477,178
448,998
579,850
175,771
310,310
954,528
783,558
782,691
738,931
912,120
886,263
310,765
696,607
197,703
428,655
688,904
527,235
973,590
148,175
843,663
643,527
675,598
362,311
861,871
766,787
710,795
236,970
542,852
419,135
448,441
760,247
889,236
767,853
244,290
847,173
470,611
552,847
360,469
219,474
258,457
446,241
128,634
243,184
985,376
944,255
851,689
115,721
606,952
825,279
485,577
253,613
427,309
699,823
623,210
138,949
290,532
160,487
608,186
849,626
871,369
620,998
769,737
923,431
727,298
310,945
738,255
122,220
144,176
568,476
583,316
952,196
300,105
981,137
687,193
240,558
900,615
314,170
303,378
732,988
476,692
581,261
925,732
649,754
669,779
496,902
673,528
333,742
124,690
238,863
311,425
287,336
416,262
363,731
540,391
368,299
975,735
550,163
856,124
176,574
784,942
926,458
765,443
154,505
797,929
367,375
687,958
792,717
886,650
639,402
151,172
859,668
908,534
587,748
149,521
529,213
310,277
920,324
607,319
609,941
471,690
202,846
246,783
233,708
542,770
213,127
897,205
628,739
838,108
600,946
729,562
325,861
993,786
297,435
394,585
850,585
511,495
439,329
304,374
585,360
472,389
409,303
531,639
982,363
184,501
825,736
484,576
947,464
798,494
327,533
102,669
945,488
419,858
105,868
122,867
800,755
412,174
927,293
802,890
144,400
778,866
656,931
344,489
164,780
704,795
988,398
359,932
726,687
746,665
795,557
421,171
483,801
899,920
728,543
155,918
791,231
197,326
291,724
594,236
542,954
593,120
915,398
382,657
532,344
539,737
953,911
821,162
858,289
489,833
616,496
112,250
190,150
666,106
480,390
827,314
981,795
803,580
350,882
968,413
203,802
621,700
724,753
824,204
787,199
518,222
141,288
680,845
760,490
569,435
705,811
974,697
255,599
647,295
506,691
942,472
984,744
619,584
747,775
798,726
683,718
911,997
518,832
991,160
185,108
884,250
479,719
116,814
937,895
987,610
939,377
557,877
249,807
515,907
810,934
802,810
540,472
185,426
190,503
873,255
980,818
752,285
514,461
578,810
170,849
934,111
409,925
227,343
168,681
946,401
327,260
386,963
408,214
976,838
631,143
607,316
950,944
232,429
374,741
502,159
285,786
579,497
876,358
868,241
741,833
742,121
676,717
474,923
354,167
608,791
447,373
935,816
329,921
353,358
861,605
321,461
667,904
775,799
748,614
748,315
912,333
487,592
809,577
991,668
287,388
759,580
800,840
826,700
342,840
897,828
603,379
548,415
506,751
683,575
655,633
994,430
305,557
738,364
580,299
837,673
218,252
962,871
353,159
293,131
728,377
736,710
910,466
136,112
843,770
890,771
251,428
515,132
350,359
713,426
555,272
732,850
743,479
228,600
873,549
807,172
509,812
251,568
389,396
949,243
606,872
703,964
496,257
996,776
992,895
876,396
198,288
399,670
390,831
444,508
437,586
188,176
596,858
137,594
673,771
615,583
755,442
907,768
159,277
119,783
259,988
498,420
837,512
104,675
280,423
600,625
689,853
685,296
552,764
447,343
831,147
992,251
609,715
258,510
349,635
782,407
216,318
898,443
982,980
759,110
783,614
454,669
214,477
258,466
294,845
722,807
618,502
530,484
1000,739
469,189
490,107
397,258
447,527
703,377
183,932
745,560
607,697
194,331
663,881
393,995
550,508
334,440
118,132
672,485
253,681
112,912
157,453
185,239
137,782
158,636
528,972
358,685
700,374
528,404
142,583
119,722
434,186
726,586
486,682
453,127
968,618
235,512
710,112
693,252
534,595
721,779
453,280
225,940
374,213
233,957
654,734
735,641
941,584
579,190
581,428
215,808
803,260
950,714
370,232
359,349
979,735
667,692
504,201
745,249
710,197
441,237
769,825
699,256
894,824
340,886
483,319
787,293
546,341
210,306
997,221
701,669
807,668
759,403
850,972
597,976
121,363
579,534
461,128
218,457
273,394
750,158
415,321
505,370
608,739
591,816
444,292
607,329
378,970
760,607
115,903
595,876
615,417
736,868
281,183
116,817
645,424
269,223
113,376
834,871
589,930
506,645
141,511
536,949
385,644
733,963
524,536
320,165
542,635
674,525
517,287
549,350
444,242
691,260
286,454
644,758
198,338
943,402
693,561
532,511
502,202
866,186
997,542
938,921
383,282
655,879
363,797
213,515
665,535
411,218
480,575
119,954
758,775
340,276
144,721
641,547
569,226
885,652
787,840
960,528
715,902
692,583
145,121
930,992
850,422
542,793
170,210
652,474
924,598
506,278
690,564
461,147
705,799
284,975
786,820
333,880
232,413
216,204
279,567
248,137
400,275
580,883
710,114
378,139
430,593
705,932
138,327
147,940
582,629
586,804
568,939
951,478
864,901
254,440
998,528
925,309
848,593
433,568
810,257
451,760
896,193
725,175
851,292
458,784
134,186
404,258
154,649
671,195
895,187
814,323
284,437
711,928
818,696
262,105
645,625
225,129
682,821
877,669
654,706
814,550
169,845
656,837
742,337
674,381
282,205
972,720
292,205
493,939
911,497
945,101
527,914
154,994
656,426
498,596
190,994
227,542
554,374
597,278
276,632
520,450
318,503
388,308
561,334
711,543
370,279
532,501
990,720
618,627
908,389
644,790
881,784
549,648
574,899
741,465
758,325
483,386
851,786
961,373
324,106
364,800
693,757
975,434
342,145
173,621
772,363
1000,423
564,576
629,893
527,717
570,815
229,909
653,202
603,992
184,389
930,912
958,267
278,698
216,953
997,830
400,446
265,873
933,528
880,255
288,546
375,930
897,950
209,933
606,553
538,692
642,892
391,874
317,403
213,528
912,321
962,304
971,148
963,998
570,201
451,441
173,975
589,713
752,715
910,137
873,609
391,692
748,786
628,951
836,534
234,353
986,209
572,931
203,869
733,435
607,746
676,565
359,133
187,774
784,623
180,190
916,331
629,864
713,518
745,179
247,632
402,124
548,121
520,510
437,916
942,388
761,184
289,167
420,313
487,956
918,409
575,895
372,738
417,387
485,219
708,254
186,425
950,473
623,617
172,756
259,426
464,279
171,670
111,648
902,213
838,550
812,593
272,525
944,415
511,467
271,960
394,579
272,482
704,135
817,588
372,739
460,339
472,356
254,301
560,988
831,861
322,470
476,115
983,258
429,643
938,985
614,765
475,958
899,629
122,898
223,499
478,427
523,515
630,657
387,879
696,170
910,342
247,430
743,753
503,429
461,355
899,404
456,453
695,176
185,531
724,876
373,460
238,795
797,350
940,427
204,739
828,896
422,107
309,524
408,198
459,627
937,930
387,760
180,360
168,926
283,712
620,663
632,585
931,212
668,784
726,197
199,647
838,491
833,567
957,233
170,104
736,290
155,979
271,732
790,904
345,857
308,164
702,813
926,615
217,600
240,619
725,712
109,184
261,330
662,735
903,727
486,347
274,468
404,860
807,558
460,749
573,482
434,243
813,577
595,322
888,610
992,411
147,723
842,140
700,221
460,987
537,170
705,252
950,672
547,397
674,336
796,277
823,311
679,133
694,247
962,971
385,1000
133,151
792,507
653,208
476,688
328,626
238,828
358,107
824,114
713,607
690,544
548,929
872,601
125,239
365,513
571,326
978,105
853,289
847,944
955,919
461,331
704,679
112,222
710,663
689,965
565,272
876,689
494,789
358,197
569,508
802,166
156,764
781,980
213,613
825,284
948,710
325,398
759,819
773,809
315,547
718,875
989,770
557,757
378,874
339,486
573,394
981,481
415,649
184,590
516,908
618,300
550,992
608,427
817,594
166,170
526,752
317,724
533,104
822,318
313,623
287,983
917,914
588,787
538,990
461,831
211,163
138,322
625,435
594,472
987,962
312,383
266,760
365,308
798,716
287,893
324,587
749,392
532,203
733,743
759,210
820,472
776,567
766,730
550,566
477,661
692,343
525,422
531,966
418,777
124,671
452,925
876,432
131,895
953,485
714,366
616,447
813,724
853,484
183,549
326,271
160,693
904,691
944,468
820,428
507,215
791,882
878,410
584,133
264,751
720,494
250,761
696,232
420,519
450,154
720,764
956,836
332,968
615,551
910,973
259,706
258,759
185,464
982,177
360,419
990,147
646,694
618,648
649,730
922,312
213,888
621,144
106,965
903,313
375,604
482,829
334,574
502,908
280,687
680,903
580,401
770,199
272,598
381,380
211,293
725,625
236,999
952,310
637,776
544,378
920,575
966,289
858,612
771,440
124,689
617,694
189,988
836,371
619,932
545,192
768,115
877,922
268,107
479,965
359,764
522,840
817,319
740,524
588,146
728,207
571,498
398,593
258,263
550,545
830,326
704,548
707,920
209,863
724,192
607,609
515,763
759,793
962,528
974,165
295,280
844,523
901,972
618,911
848,967
602,849
332,416
914,381
417,678
608,630
740,218
199,384
990,949
532,673
758,584
126,857
453,785
481,113
733,650
785,158
991,456
970,467
163,165
597,284
135,720
542,752
659,200
705,755
135,890
589,364
442,394
312,538
239,924
663,322
298,514
770,694
665,597
147,452
933,403
409,811
202,235
687,213
339,166
117,921
406,632
975,303
674,611
741,782
858,139
152,984
560,812
598,575
814,192
848,588
524,543
610,167
344,530
994,208
849,577
640,262
601,630
988,754
444,566
968,971
997,371
836,731
721,747
898,768
778,411
277,496
458,596
323,359
684,720
286,945
503,107
548,714
646,666
163,632
236,555
452,637
768,842
629,854
662,421
193,445
515,876
144,595
731,182
817,837
914,794
776,570
920,185
977,821
542,612
916,851
606,885
176,346
640,714
679,945
203,249
723,904
434,943
509,745
293,315
406,225
921,826
550,432
546,469
379,873
798,261
256,983
440,856
146,518
767,848
959,953
558,443
200,803
455,968
588,674
255,848
918,181
402,800
424,682
752,559
149,303
894,334
145,287
195,381
532,785
969,666
847,183
489,572
621,761
770,580
548,357
874,340
151,942
244,853
453,355
202,886
674,885
567,751
991,772
510,428
501,229
819,372
167,112
738,162
391,330
323,682
120,131
401,317
984,740
112,923
991,525
795,925
759,276
839,254
522,841
483,732
935,251
846,484
572,684
306,784
210,416
705,642
785,755
112,312
516,571
115,336
166,116
984,755
829,651
204,117
558,279
228,308
602,304
631,355
975,163
782,571
355,403
591,191
963,733
257,488
777,215
236,279
683,317
475,354
136,803
485,987
721,333
426,910
952,890
859,451
410,853
821,100
395,430
132,353
241,320
229,883
637,943
596,942
450,187
243,138
224,948
886,562
553,879
408,467
748,625
353,334
217,501
122,161
161,849
865,886
848,149
781,821
139,921
420,849
998,835
826,776
414,842
204,909
163,283
253,816
944,339
105,597
925,903
815,539
876,864
237,751
689,872
597,245
827,478
455,698
685,150
564,486
198,778
752,404
888,320
832,880
892,694
102,279
963,848
573,926
364,895
219,634
722,463
691,989
625,226
217,869
225,112
988,343
822,688
548,619
821,675
360,678
324,372
576,231
175,220
564,436
525,594
686,787
654,809
126,165
744,770
297,851
942,960
560,267
995,927
990,337
933,445
877,828
395,198
826,778
242,398
781,307
445,843
667,888
316,247
696,883
628,929
148,745
891,991
332,217
688,197
438,909
714,713
228,795
817,426
391,989
699,349
232,368
814,366
373,469
483,598
317,673
333,414
413,369
573,165
922,744
739,600
741,497
183,378
984,354
462,490
188,861
859,780
519,476
925,593
447,589
758,238
865,201
380,669
548,639
959,297
276,893
828,380
869,315
410,601
243,481
992,927
429,756
769,260
725,313
497,168
455,112
286,729
980,723
331,742
322,855
232,673
770,875
291,274
853,462
985,255
715,939
296,708
808,694
295,663
440,526
745,852
767,849
324,987
474,214
514,287
287,700
269,706
544,889
833,905
378,462
175,442
117,122
597,121
613,611
750,579
215,237
678,283
720,775
803,427
103,720
816,987
705,610
466,471
845,614
103,489
191,318
666,527
888,565
299,183
989,616
275,544
473,261
274,461
924,836
376,385
853,575
100,891
521,744
846,711
224,742
891,145
912,951
245,913
927,504
233,535
645,754
515,106
288,379
182,396
787,379
697,432
556,868
526,852
897,447
853,127
709,351
918,821
530,910
523,240
799,789
489,927
735,911
546,884
856,229
737,655
1000,340
368,329
720,649
756,861
412,971
139,958
154,160
642,920
248,187
664,205
898,970
482,672
945,364
778,334
836,374
699,389
828,362
916,410
452,731
416,755
817,193
313,495
333,892
286,872
416,144
640,582
458,285
205,206
279,318
304,683
563,814
411,607
152,584
136,207
781,914
846,388
608,892
841,632
142,160
978,365
788,709
541,971
594,104
161,687
250,746
592,618
326,664
988,667
812,935
232,631
729,141
718,990
517,874
508,107
109,316
647,171
233,926
309,405
185,486
286,229
291,227
637,455
352,127
600,413
996,569
254,839
176,368
896,270
910,145
384,744
748,851
972,992
884,314
929,862
588,403
546,193
733,940
542,639
824,236
851,235
136,537
596,810
349,383
104,574
897,802
684,260
425,595
699,649
320,411
563,762
691,561
461,683
306,539
535,923
731,290
212,796
151,206
396,663
176,714
497,554
401,507
706,222
248,906
585,327
887,368
663,934
449,930
133,483
209,720
940,589
450,975
243,241
297,375
529,788
721,539
200,474
739,618
200,742
115,633
721,170
266,585
438,161
595,701
457,752
229,625
149,617
675,448
190,940
508,184
682,216
493,413
738,470
466,131
565,186
970,734
405,196
549,840
561,741
184,527
366,299
469,756
635,430
168,216
294,958
245,484
398,384
288,724
970,264
408,238
357,360
444,686
120,303
118,299
640,780
414,437
470,711
419,105
626,683
699,617
476,773
218,789
726,999
889,916
960,473
216,495
392,420
685,480
260,447
830,924
401,636
115,234
264,547
802,493
561,996
822,870
715,294
639,400
805,954
226,750
818,789
340,691
691,904
260,236
935,128
907,631
513,345
329,630
368,576
103,472
534,371
813,200
494,720
386,993
587,884
894,367
160,211
543,374
787,932
321,806
457,547
399,663
349,698
480,405
